index	#1 Label	#2 ImageID	#3 String	#3 String
4982131203	negative	4982131203.jpg	thing a week 64 rude bananas consist mainly of sugars ( glucose , fructose and sucrose ) and fibre , which makes them ideal for an immediate and slightly prolonged source of energy . as part of a healthy and balanced diet , it is important to have your 5 a day . )	apple
14990117616	negative	14990117616.jpg	post hardcore band from santa cruz do sul	band
15469700740	negative	15469700740.jpg	from a live show of the melodic hardcore band , secret keeper . taken at the christ church in shrewsbury , nj . a href https www . facebook . com secretkeeperband rel nofollow www . facebook . com secretkeeperband a	band
8370091141	negative	8370091141.jpg	seraphim , a grand rapids , mi hardcore band , rehearses day before show	band
8548718927	negative	8548718927.jpg	uprising shot a music video for their song quot paths quot yesterday in pelham , al . uprising is a spirit filled progressive hardcore band from birmingham , al . allen isom vocals tj allen guitar brandon ard guitar alex norris bass jonah allen drums directed by luis descartes filmed by luis descartes jordan humphries	band
8658699928	negative	8658699928.jpg	cold summer are a post hardcore band based in wakefield , england you can download all their releases at a href http coldsummer . bandcamp . com rel nofollow coldsummer . bandcamp . com a collectively , cold summer are a self proclaimed post hardcore band dynamically challenging perceptions and conventions of what a band playing heavy yet melodic ( passionate , but not pretentious ) punk hardcore influenced rock , should sound like . following an introspective end to 2011 with a seemingly refined and revitalized collection of songs , the band released their debut ep transitions in jan . . . see more we intend to put out as many records as we can , this includes live recordings too ! dan feast vocals chris harrison guitar chris hepworth bass guitar justin eastwood drums a href http www . facebook . com coldsummeruk rel nofollow www . facebook . com coldsummeruk a a href https itunes . apple . com gb album wake ep id551050539 rel nofollow itunes . apple . com gb album wake ep id551050539 a a href http coldsummer . bandcamp . com rel nofollow coldsummer . bandcamp . com a a href http coldsummeruk . tumblr . com rel nofollow coldsummeruk . tumblr . com a a href https twitter . com coldsummeruk rel nofollow twitter . com coldsummeruk a a href http www . youtube . com user coldsummeruk rel nofollow www . youtube . com user coldsummeruk a a href http coldsummermusic . bigcartel . com rel nofollow coldsummermusic . bigcartel . com a photography andysidebottom me . com	band
13410117184	negative	13410117184.jpg	a href http www . flickriver . com photos 47583669 n08 popular interesting rel nofollow eliza frydrych 's most interesting photos on flickriver a	bird
3629813299	negative	3629813299.jpg	dead bird	bird
4227095059	negative	4227095059.jpg	st lucia . brisbane , qld . australia .	bird
497970882	negative	497970882.jpg	dead bird on the beach .	bird
5335493431	negative	5335493431.jpg	found this guy under the bushes in the backyard where he had been feeding on juncos . he had something in his mouth so i think he might have choked to death .	bird
2625110013	negative	2625110013.jpg	a href http www . flickriver . com photos khaledak 2625110013 rel nofollow view on black a grad coral 5 filter .	boat
3924184084	negative	3924184084.jpg	dungeness , kent . shot at dusk during a weekend visit . made explore 15 9 2009 469 .	boat
8620531768	negative	8620531768.jpg	came across this old boat at the back of the old pier in quilty . somebody loved it once judging by what 's left of the paint work . wonder what happened it 's owner or why it was abandoned .	boat
8703991267	negative	8703991267.jpg	old dory at the gravels walking trail in port au port .	boat
10289849365	negative	10289849365.jpg	sigma 50 500mm	cat
10290560094	negative	10290560094.jpg	sigma 50 500mm	cat
14112465724	negative	14112465724.jpg	stray cat , takumar 200mm .	cat
15449605892	negative	15449605892.jpg	gata callejera de un parque de m laga . hab a tenido crias recientemente . muy cari osa y buena con los desconocidos .	cat
